Word,Frequency
agar medium,1
measurable cycles,1
5,4
work protocol,1
personal needs,1
measurable time,1
ontology defines,1
single,1
saving,1
productive tension,2
know exactly,1
biased service,1
designers worked,1
sharpened sense,1
coordinate philosophers,1
eternal justification,2
chronos leads,1
see algorithms,1
pioneering example,1
personal autonomy,4
alternative vision,1
future model,1
chronos represents,1
automation emerge,1
…,1
worshipping_aphrodite zuboff,1
static cosmos,1
starting point,2
small dangers,1
requires,1
promising,2
oligo synthesis,1
marathon saved,1
letting,1
jobless masses,1
jewish prophet,1
imaginative convergences,1
host,1
heretical essays,1
gaudi lab35,1
explicit condemnation,1
experienced,2
enough,1
dwyer noted,1
ch002 dolejšová,1
carl,1
breaks barriers,1
artists refuse,1
arner,2
adam 1994,1
3088303 atlas,1
2998365 dunne,1
2940307 kaiying,1
201300149 shapin,1
17,2
1435541 werrett,1
society personal,1
rule nature,1
common matter,1
interpret time,1
vjing experiment,1
estrogen,9
traumatic past,1
paradise promised,1
lead humanity,1
friends challenges,1
challenge society,2
participate experiences,1
kairos opposes,1
citizens adapt,1
teleological view,1
published articles,2
chain regulations,1
cosmology challenges,2
3875 kera,1
004 kera,1
save autonomy,1
ontological insight,1
particular kind,1
personal reflections,1
personal impacts,1
challenge values,1
impose chronos,1
controls time,1
controlling time,1
precarious logic,1
issues addressed,1
37,4
society control,1
ontological necessity,1
future development,1
prototyping rejects,2
prototyping opens,1
time personal,1
personal time,4
citizenship,3
transformative role,1
crucial role,2
proposal ranged,1
proposal continues,1
finally reveal,1
controllable patterns,2
future governed,1
promises automation,1
automation promises,1
cosmology ignorant,1
promises patterns,1
cycles promises,1
flow rather,1
opens opportunities,1
predictable chronos,1
preserve control,1
institution depends,1
fintech domain,1
democratized knowledge,1
reflective tinkering,1
theological reduction,1
kairos challenge,1
metaphysical teleology,1
xml henderson,1
wiener 1940,2
understand whether,1
typical examples,1
simon schaffer,1
regulated apple,1
meant,2
central concern,1
9780226577135 nummedal,1
2710400 sipiora,1
2701152 elkin,1
2053951720932296 feenberg,1
0896920519870577 schaffer,1
governance repeats,1
abstract domains,1
tripartite view,1
static view,1
9780823256426 coleman,1
time control,8
control time,2
society mirroring,1
bioreactor /.,1
prevent excesses,1
via,1
birth,2
future closing,1
explicit call,1
case study,2
technology movement,1
china rebranded,1
com explorer,2
find insights,1
nonetheless serve,1
designed precarity,1
namely god,1
ritual control,1
limit expectations,1
yiming wang,1
tragic figures,1
steve woolgar,1
species evolution,1
sharp contrast,1
s0009838800042294 marres,1
profile books,2
kluitenberg 2006,1
io cavoukian,1
grand plan,1
getting wealth,1
genealogical roots,1
expected outcomes,1
eugenio battaglia,2
divine plan,2
ambiguities inherent,1
moral,1
meeting,1
explains,1
established,1
cognitive,3
38,2
algorithm relationship,1
promise progress,1
long discussions,1
well summarized,1
time protocol,2
protect time,1
manage time,1
experience rather,1
choreography instead,1
contraption,4
ideal structure,1
past ideas,1
long history,3
prioritize kairos,1
kairos contrasts,1
intentional ambiguity,1
inherent ambiguity,1
preserves personal,1
nodes synchronized,1
full extent,1
full complexity,1
infrastructural conditions,1
following part,1
ideal convergence,1
smart,2
myth inherent,1
langue rather,1
decide rather,1
simply,2
transform technology,2
future society,1
technology rather,1
philosophy instead,1
future academy,1
upon,1
allow,2
personal insight,1
manipulate behavior,1
redefine representation,1
undemocratic rule,1
future preserve,1
serious,2
scaffolding creativity,1
openly,1
lost parliament,1
ledford 2010,1
stakeholders forced,1
authentic relationship,1
contemplative insight,1
international,1
ideal technology,2
preserve agency,2
abolishes history,1
power asymmetries,1
determine power,1
necessary part,1
democratized future,1
chronos reveal,1
much fun,1
dismal failure,1
20,2
measurable orbits,1
beyond,5
chronos promises,1
every,1
agency obsolete,1
transsexual individuals,1
taking responsibility,1
reforming education,1
quirky games,1
rome represented,1
artisan,8
automation close,1
impersonal time,2
uncanny ability,1
constant ability,1
personal freedom,1
bf00289519 disalvo,1
rethink prototyping,1
formulate insights,1
embodying insights,1
witnessing algorithms,1
algorithms solved,1
thus,8
china need,1
plato stage,1
singleton wilkie,1
keller 2010,1
governing society,1
cost constraints,1
linear ideal,1
gender identity,1
preserving time,2
citizen,4
ideal medium,1
mansfeld 1985,1
conventional dichotomies,1
discursive insight,1
academy role,1
historic opportunity,1
discuss examples,1
ended exploration,1
.) instead,1
closing time,1
enables,1
enabled,1
guarantees stability,1
chronos deprive,1
speculative everything,2
abstract model,1
catastrophic lack,1
reconcile personal,1
often,3
0 genealogy,2
resist monopoly,1
promises progress,2
.) therefore,1
chain combination,1
still,1
promises frictionless,1
desirable goal,1
ideal pre,1
hungry,3
blog,6
knowledge tradition,1
describe kairos,1
cyclical restoration,1
com /.,4
examples inform,1
risk taking,1
inspire individuals,1
humanity lost,1
stabilize society,1
society questioning,1
society dominated,1
reform society,1
organizing society,1
globalized society,1
dividing society,1
kairos engage,1
doi,1
stricter regulations,1
separate regulations,1
expresses opportunity,1
explicit example,1
preserve time,2
automation predict,1
closed world,1
wonders,1
visualization,1
vertesi,1
troubles,1
tableau,1
sustainability,1
supported,8
startups,1
simple provocation,1
shops,2
scholars,1
rüdiger came,1
ridiculous styles,1
recognize,1
publication,1
professional,1
producing,2
polyani rejects,1
phenomenon,1
performed,3
perfection,1
parade,1
painting,1
outsource,2
nalareksa,1
multinational,1
monitoring,2
money,2
molecule,1
mittelstadt,1
mitchell 1995,1
measurements,1
marginal,2
lawmakers,1
kitchin,1
kimono lantern,1
involving,1
invention,5
intel,1
inevitable,1
include,3
improvements exposes,1
huge problem,1
helped,2
help,2
gershenfeld,1
gaudilabs,2
fault,1
faced,1
excluding,1
ecosystem,1
economies,1
dynamic,1
dual,1
dickel,1
devices,4
cpu cycles,1
corruption,1
correct,1
company,1
companies,1
combining,1
cities,1
chi,1
called,3
biotechnology,1
becoming,1
artifacts,1
antiquity,1
accelerationism,1
academic,1
9,2
60,1
41,2
373,1
36,1
34,1
29,4
23,2
209,1
2053951720948087 moilanen,1
1975,1
15,3
0963662515620970 sennett,1
02,2
automation time,1
metaphysics book,1
experiential time,1
brief time,1
best case,1
plato refuses,1
kairos opens,1
time kairos,1
lost experience,1
sacrifice culture,1
body,8
close relation,1
chronos closing,1
wealth divide,1
resist control,1
trans .).,2
opening discussions,1
geeks experience,1
knowledge oppose,1
experience agency,2
collaboration rather,1
enforce chronos,1
must,1
distributed,2
gave rise,1
age society,1
future conceals,1
idiosyncratic,1
eds .).,6
ephemeral aspects,1
art galleries,1
exploring,5
contracts,1
clocks determines,1
iyad rahwan,1
break taboos,1
superior,1
contact,1
comes close,1
close telos,1
innovation tension,1
technology assessment,1
promise predictability,1
preserves time,1
see absolutely,1
safecast,4
diplomacy,2
call kairos,1
""".,""",44
manipulate nature,1
question everything,2
restore cosmology,1
automation closes,2
institutions matter,1
technology insights,1
pump,5
efforts,2
captured,2
monetize signals,1
humanity guarded,1
generate,1
already,1
11,5
time synonymous,1
future loss,1
sense agamben,1
thought,4
scholarly,1
movements,2
build,1
pamela h,1
would,8
opportunity rather,1
special,1
factory,2
auditing codes,1
like,13
supporting,7
scholastic academics,1
epistemic,3
algorithmic,2
control contrast,1
org /.,1
society mediate,1
leaving,2
goes,2
understand nature,1
curb innovation,1
business opportunity,1
fluid experience,1
modern,3
experience time,3
ethical,2
ontology confirm,1
kairos experience,2
experience kairos,1
automated,7
closed future,1
tested,2
paper,2
captures,2
73,2
33,3
believe characterizes,1
breaking code,1
time comes,1
began instead,1
technology misuse,1
aesthetic experience,2
problems,1
historical,4
examine kairos,1
autotelic,4
13,5
claiming,4
various,5
youtube,5
wealthy,1
odd,2
obsolete humans,1
library,1
lean,1
instauration,1
humans relate,1
greek,1
garages,2
extends,2
dinners,1
cult,1
comenius,1
clarity,1
bio,3
64,2
40,3
18,2
personal opportunity,1
demand democratization,1
anecdotes discuss,1
pumps,1
extreme,1
abstract structure,1
time events,1
linear time,1
provoke,1
pointer,4
performing,3
paradoxically,2
hannah,1
artificial,2
village,3
institutional,1
28,6
restoration london,1
open,116
example proposing,1
bring,7
1,41
vitalist,1
selin,1
saurwein,2
resemble,1
rarely,1
princeton,2
pecheblenda,1
ocean,1
obey,4
laboratory,4
humanitarian,1
generals,4
functions,1
fountain,1
fixed,1
expand,2
embodiment,2
clean,1
civil,1
bittie,1
awad,2
assert,1
appropriate,1
agreements,1
68,1
58,1
50,2
19,1
rest participate,1
sphere,1
resignation,3
hack sessions,1
enforcing precarity,1
embrace,2
knowing,2
informal,1
hacker,2
practical,2
new,2
much agency,1
solar,2
replace,1
many,7
eu,3
designing,12
computer,4
collaborative,1
certain,1
calls,5
appius,1
think creatively,1
close connection,1
involved,1
hacking,5
bridging,5
global,1
geek,3
explores,4
artisans,22
view time,1
explorations,6
society instead,2
directly,1
view kairos,1
different,5
victors,1
unlike,1
translates,1
transitions,1
tactical,6
symposium,1
springer,1
safe,1
remains,2
random,1
promissory,2
platform,5
pcr,1
osat,1
military,1
microscope,1
locke,1
